Vide descriptions
TAKIE 😭 we all knew he was gonna cry but i still lost it when i saw him 😭 IM SO PROUD OF PIWON AND P1ECE #p1harmony #kpopfyp 
Shouldve known it
happy valentine’s day stay heartless 🫡
Some of the biggest drops in acceptance rates since 2007! #college #collegetok #foryou #fyp 
25k + 4 years have prepared me for this moment
They’re calling her Bridgit Badu online 🤣🎶 #bridgitmendler #goodluckcharlie #disneychannel #jaminthevan 
#relatable 
"DIY pizza rice: 1 pouch, 3 minutes, 4 ingredients. Sounds ideal. 🍕🍚 #seedsofchange #pizza #pizzarice #rice #4ingredientrecipes #quickrecipe "
i just cant hold it in im sorry
Sorry what was the question 
🤔
#friends #foryour #movieclips #funny #dr #greysanatomy 
the kismet reserve at NYFW⚡️where should we go next? 🌝 #fyp #williamsburg #popup #nyc #smallbusiness #vintagewatch 
"DDN Trauma fr 6 y ago still haunts me but at least it gave me something to write abt on my med school app essays (I’m not joking) 😭  I used to go home and cry almost EVRY NIGHT after practices (I have my college roommate as proof of this) it had to do w the group of ppl on the team that specific year, it was so socially traumatizing and humiliating. AND during the most demanding premed yr in college idk how i managed to make an A in ochem wth late night practices almost every night and weekend travel for competitions!!  I never got credit or appreciation for what I brought to the team- suggestions I’d make always got brushed off, and eventually they would go with the exact same thing when suggested by someone else. Even on songs I CHOREOGRAPHED, they’d put me in the very back- and ofc it looked terrible bc nobody had good classical dance technique 😂 At our “formals” I was always the one with no partner. At parties, I always felt like I was just on the outside watching things go on and regretted showing up. I hope those kids grew up/ learned how to be better humans by now. I just hope.  Anyone else been in an environment where they were constantly reminded that being different was a bad thing? #carddeclinesattherapy #trauma #ddn #desi #bollywood #dancer #tea #drama #therapy"
"I’ll have his date of birth, height, weight, ssn, and last known permanent address by the end of the hour…Im serious #imnotserious #maybe #doxxed #isthatajay #scary #tweak #crashout "
New ick unlocked 🔔
Pt4 fatherrrrrr @teresaofoia 💋 dc: @layla marie <3 #viral #foryoupage #fy #hoochies 
FIRST AAB GUTS TOUR SCREAM LETS GO #GUTStour #oliviarodrigo #gutsworldtour #guts @Olivia Rodrigo @livies hq ❤️ 
Why he gotta bring my mustache into this tho 😂😂 #barbertalk 
different ways to style dark denim with @H&M’s new cozy arrivals #HM #TryOnHaul ad
THIRD YEARS KILLING IT😎😎 #uva #uvapsa #dance #viral #khulkenacho #pakistan #psa 
Joey and I seriously are NOT. We thought it would be funny since so many of y’all think we are😂 satire of course trend bartender edition part 2 @madisongwalker @KennyRealty @Mikayla Davis @UncleJessiesHonkyTonk #ofcoursetrend #bartenders #satire #sarcasm #unclejessieshonkytonk #part2 
WOW THANK YOU FOR THAT BRAND NEW LIFE CHANGING INFORMATION😃 #fyp #viral 
wonder where i got my yapping problems from 🧐
barbie doll #selenagomez 
Love getting ready with her ❤️ 🥹##fitcheck##weddingvibes##motherdaughter##momdaughterduo##pakistaniwedding##fusionoutfit##grwm
wendy williams edition part 3! 🤠
WHO’S FLESH?!? #harvard #harvarduniversity 
Its never right #iknewit #karen #pandaexpress 
luxurious #brown #desi #indian #ddn #bhangra #raas #garba 
why is it pad see ew and not pad see yum
#latino #hispanic #caribbean #paratii #parati  #spanish #countries #geography #peru #fyp #fypシ #foryoupage #foryou #fy #fypage #viral #hispanictiktok #caribbeantiktok #viraltiktok #explore #explorepage #foru #foruu #tiktok #tt #blowthisuptiktok #blowthisup #virall #viral_video #goviral #xyz #music #latin #flags #africa #african #africantiktok 
everyday they ask me when im gonna get married 😍 #fyp #foryou #smallbusiness #cosmopolitan #nyc 
She left at 9:30pm 😘 #comedy #nyc #friends 
"A great time to download the Legends app, now in the apple + android app stores 🫡 #ddnlegends #bollywoodfusion #newapp #dance #browntiktokk #desidance "
Si lo entienden ?! #embarazo 
superr basss >>
this moment🥹🫣🤯🤯
at the end of the day school is school regardless of the name and tuition #fyp #college #grwm #vlog  
Fashion and sh** 🤫🥱💅🏼 
Chivalry is dead #nyc #qahwahouse #brown #desi #muslimgirl
Ib: @Amahree ☺️
nah prepare to be sick of me and these set videos coming your way #djing #worldmusic #dancemusic #seanpaul 
Yt: the universe guru #theuniverseguru #minairfan # universeguru  #feminine #feminineenergy #innerwork #datingtips #datingadviceforwomen #datingtipsforwomen #providermen #polarity #makisculineenergy #confidence #pedestalwife #thirdwifeenergy #marriage #husbandwife #5050relationships #5050 #5050relationship #5050dating #selflove #marriage #goddess #goddessenergy #westernwomen #easternwomen #hypergamy #hypergamylove #lifecoach #lifecoaching #relationshipcoach #lifeskills #levelup #sprinklesprinkle #sheraseven 
ballerinas and all 
The little things fs
I miss these so much ugh pain 
"As promised, the tamil part of titli! - #titli #tamil #kondalvannanaikkovalanay #tamilsong #fyp #foryou #foryoupage #lordkrishna #hinduism #hindu #sanatanadharma #lordvishnu  - “Song is about Krishna (form of Lord Vishnu), written by Thirupaanaazhvaar. in Tamil language. This poem is found in Naalayira divya prabandham (4000 sweet couplets). This book is considered to be one of the important books in Vaishnavism.” "
A rare moment when the guard blushed but smiled happily at his mother #military #militaryedit #specialforces #soldier #kingguard #foryoupage #foryou #mother #family 
Did a haul for my upcoming Hong Kong trip & had my husband rate my outfits 👀 do you agree w his ratings?? #tryon #suits #professional #workoutfit #suit #blazer #summerdress #springoutfit #inspo #anntaylor #haul #tryon 
this is not a present day thought but one i was trying to articulate today… i guess what im trying to say is the way we soeak about ourselves in front of others reall matters??? thoughts??
It was over before it began 😪 #kindness#noenemies#fypシ#xycba 
and the staff made a keeung edit?!?! 🤨 #soulseob #thetak #keeung #soul #jongseob #theo #intak #keeho #jiung #p1harmony #p1h #p1ece #kpop #foryoupage #fyp #piwonies 
Blinker gon have you ready to repent #blowthisup #genuine #fy #xybca 
im trynna be your new favorite ❤️‍🔥 #fyp #arianagrande #dextercarrchoreography 
EVERY TIME #fyp #foryourpage #foryourpage #viral 
which body wash scent are you choosing? #fragrance #bodycare #methodproducts 
Plot twist: doordash denied my application #computerscience #csmajor #techjobs #layoffs #newgrad 
this is so niche
Do you cut the onions like this? 😖 #cuttingonions #mexicanfood #guacamole 
fridge = STOCKED  @Poppi 🩵 wild berry 12/10  #fridge #restock #fridgestock #fridgerestock #poppi #fridgegoals #soda #poppisoda 
😌😌😌 #desi #mallu 
“why are hotels so expensive?”🙃 #fyp #motellife #entrepreneur #travel #retro 
Replying to @user81828887 5 years later✨ #ididntknowiwaspregnant 
The good news is he gave us a heads up so we could use the restroom beforehand… 😭 and then it was two hours of straight turbulence #airplane #turbulence 
"""Goodbye Fatima Barnawi. The daughter of Jerusalem and the great fighter, the first to seek freedom and dignity and refused defeat,"" wrote Palestinian writer and activist Aisheh Odeh ""She was the first Palestinian captive after the defeat of 1967 [Six-Day War] of the last century, and she turned into a beacon for us, to guide us to the path of struggle. My condolences to our struggling people and to all the male and female fighters,"" Odeh added. #bhm #afropalestinians #fatimabernawi #blackhistorymonth #fyp #fyyyyyyyyyyyyyyyy #watermelon #blackhistory #فيروز "
#cartrend  #subaru #mustang #tesla #scion #infinity #lexus #miata #rx7
only took us 4 months to make this @tanish.j #tamasha #sandiego #ddn 
"It’s real!!! You shouldnt be an investigative journalist to buy beauty but I will be—this is good to buy, about 2 weeks to ship #tiktokshop #beuatyofjoseonsunscreen #viralsunscreen #kbeauty #counterfeit #mineralsunscreen "
Good morning from the Renner's #Ad Silk Almondmilk Protein® is always going to be a successful #haul in my book. #FeelPlantyGood 
Its not about who you are in the calm waters  but rather who you are in the midsts of the storm
toughest trial & tribulation of a girls life #exbestfriend #friendshiptrauma 
"The’re the most popular south indian actresses right now!! My bad, if i butcher some of these heritages feel free to correct me in the comments. Ps: found these front pintrest, all credits to the respective owners. Tags in order: #keerthysuresh #keerthysureshfans #shruthi #shruthihassan #ramya #ramyakrishnan #sai #saipallavi #saipallavisenthamarai #nayanthara #dianamariamkurian #nayan #trisha #trishakrishnan #anupama #southindian #southindia #fyp #fypシ #viral #anupamaparameswaran #aiswarya #aiswaryalekshmi #aiswarya #aiswaryarajesh #samantha #samanthaprabhu #sameera #sameerareddy #shobitha #shobithadulipala  #anushka #anushkashetty #sweetyshetty #deepika #deepikapadukone #aiswaryarai #rashmika #rashmikamandanna #kannada #telegu #malayalam #tami #southindian "
Serving money: >>>> Serving: 😭😭😭😭
I know I did good when she breaks out in a song😂 #toddlerhairstyles #curlyhair 
And my dad recorded this video if it couldn’t get any worse #magcon #camerondallas #notokay 
whenever the row instructor walks by: 🧍‍♀️ #dentalschool #predent #dentalstudent #fyp 
You guys please please please come take my phone #pilates #fitness 
Chromed ponies #mariachi #fashion #vintagefashion #offtheback #thrift #mariachis #depop #grailed #jnco #pants #musician #subway #fashiontrends 
"@L’Oréal Paris #LorealParisPartner #LorealParisCosmetics Some bold ombré lip combos because a red lip is scary sometimes lol 💋 using L'Oréal Paris Infallible Matte Resistance 🫶🏽 Berry combo: 560 Pay Day & 240 Road Tripping, Nude: 150 Lazy Sunday & 115 Snooze Your Alarm - soo comfortable and long wearing I'm impressed! Try these easy ombré lip looks ❣️ #valentinesdaylook #valentinesmakeup #vdaymakeup #valentinesday2024 #ombrelips "
| my favs | my birthday was today (2/17) i turned 15🤭 // #fyp #foryou #edit #videostar #vsp #caseoh #caseohgames #jynxzi #jynxzifunny \\ 
#huh 
California didnt prepare me for this 🚊 
"Watch Gabriella Wong, founder of accesSOS, present on the global stage at the #UnitedNations to discuss the need for equal access to emergency services.  #TechForGood #ZeroCon24 #Accessibility"
"Ok a couple weeks before this night my baby PS4 broke😞we told him we would replace his game ASAP! He does good in school, makes sure to stay on top of him and his brother laundry, such an awesomesauce big brother and just a great young man all across the board so we decided it was time to upgrade my boy💪🏽He had NO IDEA this surprise was coming…if anything he thought he was getting a PS4 and he definitely didn’t think he was getting it that night🤞🏽☺️seeing the smile on his face made my night🥰🥰🥰🥰🥰and him calling his brother in just topped the cake💪🏽💪🏽🤞🏽🤞🏽💙💙 #EachOthersKeeper #TaaadaaaaLol"
"Skin looks healthy and radiant, so you can feel FLAWLESS. Shop Jergens Melanin Glow today!"
#kalachandji #radhakalachandji #kirtan #bhajan #dallas #harekrishna #iskcon 
These Yale Students are DIFFERENT bro😭 #fyp #foryou #college #yale #ivyleague 
will you be my valentine? 🙈❤️‍🔥 #fyp #dextercarrchoreography #arianagrande 
#halalmuslimmatchmaker #muslimmatchmaker 
Replying to @Mandi #momsoftiktok #fyp #2000s 
Twinning in Seoul 🫶🏻 #DuneMovie #DuneGlobalTour 
yukanhavmasuUuUuUuuHhhhhh #fyp #foryoupage #fypシ #fypシ゚viral #boost #viral  #foryourpage #prettygirls #pretty #trending #tiktok #cute #trend #relatable #real #explore #explorepage✨ #instagram #reels #music 
#islamabad #pakistani #desi #fyp 
Im crying #fyp 
lmaoooo #spazzoutgeneee #fyp #foryou #rosaparks 
I like that punishment better
We won’t tell if you don’t 🤫 #coldfoamathome #coldfoam #coffeetiktok #internationaldelight 
dc @Rj ® @Josh ® 
im working overtime to break even
this song and movie was my childhood🤞🏽🤞🏽 #tamil #telugu #bommarillu #santhoshsubramaniam 
theyre all so fake with each other like obviously its tv so its barely real but come ON 😭 #bachelor #bachelorinparadise #misandrist 
RIP #Teavana my friends and i loved to steal full sized drinks from you in middle school 😔  #deadmall #2000s 
will this reach the right audience? who knows #curlyhair #college 
These have fully converted me into a chocolatey person. @Chips Ahoy! #ad #chipsahoy #cookie #sweettooth
#fyp #christian #relatable #relatable #prayers 
Sorry
Ily @Karmalita Fox 💓
Go Taylor’s boyfriend #traviskelce #traviskelcetaylorswift #tayvis #chiefs #nfl #superbowl #chiefsnation #swifties #taylor #taylorswift 
"#ad There are some things I consider myself an expert in, and of course there are other things that I am not. That’s why when it comes to managing my books for my small businesses I rely on @QuickBooks  Just like with pasta making or cooking, bookkeeping can be filled with jargon that makes the entire process quite confusing. New QuickBooks users get live help setting up their books for FREE. And then if you want more help on an ongoing basis, QuickBooks has paid options for live 1:1  bookkeeping help. Don’t go it alone, use QuickBooks to go from Stress to Success! #SmallBizSuccess "
Allergic to T Swift #dj 
i can’t even do the original one properly
creds to @Yeganeh <3
yeah I don't care about her (she is all I can think about) #love #ineedsomebody #foryoupage #fyp #fypシ #darksouls #eldenring #her 
#fyp #relatable #celebrity #birthday 
"TRY THIS BELLY DANCING COMBO WITH US 💃🏻 And the beauty of this combo is that you can take the same moves and use them for another song! Egyptian music + belly dancing movements = EPIC WORKOUT! lol Repeat this combo for just this one song and you will feel it. Who needs the gym when you have Mar’s class and Mar’s combos! 💁🏻‍♀️ Want to learn more, join my Saturday morning class! #Bellydance #bellydancertiktok #dancetiktok #womenontiktok #Womenofcolor #womenempowerment #losangeles #moveandradiate #womenworkouts #community #fyp #foryoupage #foryou #bodypositivity #bellydancetiktok #Dancelovers #danceislife #bellydancetutorial #dancechallenge "
It's the blindfold for me 💀
take it slow… ✨ #bharatanatyam #indianclassical #dance #indian 
absolute perfection 🫶🏽 #easyrecipe #homemade #baking #toddlersoftiktok #grilledcheese #fypシ 
#onthisday #throwback #kidsoftiktok #kidsbelike #kidstiktok 
Sighhhh #globalvillage #southasiantiktok #pakistani #pakistanitiktok #pakistanitiktokers #desi #browngirlstravelling #browngirlstravel #india #indiantiktok #indiantiktok #dubaitiktok #iykyk #pakistaniamerican #solotravel #doseoftravel #doseoftravelclub 
@Prime Bites | Protein Brownies and @Beekeeper’s Naturals left a mark on Z😂❤️ Someone send Noah some donuts☠️ #kidsoftiktok #kidsbelike #kidscomedy 
Someoje get me more Smiski and a shelf🥲 @Smiski USA #nyc #smiski #shinchan 
We asked Zendaya if it was weird shooting a kissing scene with actor and friend Timothée Chalamet for Dune 2.
#starbuck #drink 
representation matters #baldisbeautiful #alopecia #baldtourage 
tiffany new york pollard still does not like pumpkin AT ALL! #tiffanypollard #tiffanynewyorkpollard #theofficialangelt #jasonlee 
"Magician and Musician can sound alike so I get it. But then didn’t she say I’m not a musician but I do music? That makes me think this was more than a listening issue. Lord black woman and you sitting across from a white woman 🤦🏾‍♂️….Also, shouldn’t she have a coach or mentor who do mock interviews or teach her basic English? I don’t know, I’m gone. Bye #LarryReidLive #LarryReid #fyp #video #viral  "
Lem and Lime are serving up ice cold buckets all day long
Just me and my twin 🤞🏼 #andjustlikethat #satc 
fav part of the song #tamil #titli #fyp 
Exciting things on the wayyyy 
rest in peace aaron bushnell
Beauty girlies DO BETTER
23🤍  #love #gujju #gujrati #fyp #southasiantiktok #browngirl #traditional 
#fyp #tiktok #theoffice 
#bathtok #bathtime #bathtub #selfcare 
He stayed true to his word 🤣 #anthonyedwards #nba #nbaallstar 
Replying to @Lulu #greenscreen I have some thoughts on the whole Harvard situation #harvard #penn #mit #ivyleague #columbia #college 
"#greenscreen sorry if thats mean.  however, it doesnt matter if ur hot. u just need to start believing youre hot to become hot. it’s literally all in the confidence babes. amd this is coming from someone who was a victim of finding out what hip dips were at 16. "
"Pres. Biden said he ""hopes"" to have an Israel-Hamas cease-fire in Gaza by next Monday, adding, his national security advisor says ""we're close."" The comments from the president came during a stop at Van Leeuwen’s ice cream shop in New York City."
Replying to @user5154415387978 Destruction of Al Aqsa mosque’s structural integrity | Tunnels underneath Al Aqsa Mosque | Digging underneath Al Aqsa mosque #alaqsamosque 
No upfront pricing?? Sheesh. Take me back to CarMax. 
crazyyy
The first time im like wait joey suddenly has a red flag. His response was not that he ever liked her he just wanted her to like him- #thebachelor #thebachelorabc #dating 
They are about to post us on every website #college #friends #photographer 
fall on campus 🍁🍃🍂 #fallvibes #harvardcampus #fyp #foliage
Prelims from the DXS Jam 2024 👑 Style: Experimental ❤️  @Priya Ragu  #dance #battle #fyp #dancer #battle #danceyourstyle 
That dancer had a strength of 1000 other dancers.. 😂😂😂 @Olivia Rodrigo this is so funny. You slayed though. #GUTS #SOUR #GutsTour #GutsWorldTour #GetHimBack #OliviaRodrigo
IG: rubyyymonroee #pilates #weightloss #weightlosstransformation #journey #fatlosstips #moms #fypage #viraltiktok #longervideos #tikrok #mompouchworkout #fatlosstips #fypagee #betaprogram #besties #fatlosstips #mompouchworkout #motovation #fatlosstips #core #pilates #fypageシ #finance 
Protect illegal immigrants or protect homeless veterans? 🤔 💭 #fyp #mexican #shaneyyricch  
heartwarming yet heartbreaking at the same time 
bestie widthdrawal 
"Messes and clutter are soooo last year. In 2024, we are only holding space for people, things, and experiences that truly serve us. @Mr.Clean #MrCleanPartner "
#fyp #tiktok #theoffice 
#اخبار_فلسطين_الان 
all of that just to work in consulting 💀 #fyp #ivyleague #college 
NEW MARACUJA JUICY LIP VINYL 💋  Record-breaking wet lips that speak volumes... Shop them 1st on TikTok Shop.💦  Lex is wearing shade “shimmering mixed berries”  #tartecosmetics #rethinknatural #maracujajuicylip #tartelipvinyl #TikTokShop #BeautyTok
Ayo Edebiri stays undefeated in #AwardSeason 🐐👑🐐👑🐐 #SAGawards 
I ask myself this #forthegirlies 
does this look as good as the chocolate covered strawberries though #chocolatecoveredstrawberries #koreanfood #koreanbbq #kouorem 
Replying to @Konichy Happy Valentine’s Day to everyone Except Aunt Gretel ☺️💘💕 #clapback #valentinesday #valentine 
So cozy🥰 #puppy #puppytiktok #tiktok #dogsoftiktok ##goodboy #puppylove #trending #fyp #fypシ #viral #cute #puppiesoftiktok 
Replying to @classic sh1t 🇪🇬❤️
💐💐💐 ready for spring with @maisonmargielafragrances  #REPLICAFromTheGarden #MargielaFragrancesPartner available at @sephora 
#fyp #tiktok #theoffice 
Getting humbled by a pro 😞 #parati #fyp #foryoupage #foryou #fypシ #pico 
the movie nights go crazy on this couch🙌 thank u sis @aaashleyk 
Dont shoot the messenger #college #fypシ 
esp as a tall person i REALLY look lime somones mother #fashion #ootd #fashioninspo #curvy 
#mariachi #mitski #mariacheese #esteamorestodomio 
comment below if you’ve started using retinol on your body 👇🏼 #nostalgia #2000s #retinolskincare #retinol #webkinz #clubpenguin #hairfeathers #uggs #flipphone #y2k #nostalgiacore 
"She has over 20 songs with the same chord progression and that is exactly the same chord progression that is used throughout all of pop music:  I (C) V (G) vi (Am) IV (F)  Epiphany, All too Well, Cornelia Street, We were happy, Champage Problems, Teardrops on my guitar, Out of the woods, The Archer, I knew you were trouble, clean, This Love, Change, I knew you were trouble, Christmas must be something more, Crazier, Bye Bye Baby, Should have said no, Mean, Eyes Open, Love Story WHERES THE CREATIVITY? "
Army is better than the fbi 💁‍♀️
I dont even mean its bad its just so jarring like whoa… 
"'Our military operation in Rafah...' #US President #JoeBiden corrected himself after accidentally referring to Israel's looming ground offensive in southern Gaza as a US military operation, during a joint press conference with Jordan's #KingAbdullah II at the White House. #news #biden "
yall need therapy #fyp #pettok 
LIKE NOW I GOTTA DRESS NICE
What can uncle sam do for you? And by you I mean Israel #taxes 
Stephanie Meyer has a specific religion… #twilight #robertpattinson #kristenstewart #booktok #musictok 
Folllow for more hair tutorials 🫶 #blowoutbrush #wavytalk #wavytalk5in1 #blowout #blowoututorial #hairtutorial #hairstyletutorial #easyhairstyle #easyhairstyles #tiktokshopholidaydeals 
How Hispanic Men Act when they’re Sick 😂 @Puffs_Tissues #PuffsPartner #ad #fyp #TeamLeJuan 
"Not your average curly girl, not your average hair wrap.  #bold #boldcurls #curlcare "
see ya there #margarita #livvin #livvinforfood #funny 
not from personal experience guys!!! 😄 #brown #fake #indian #pov 
My biggest makeup pet peeve (apart from UK makeup) is people rushing the process. Your face is your face??? Why are you not taking time with it #concealerblending #concealertips #fyp #fullcoverageconcealer #makeupbrushes 
Styling @kate spade new york for NYFW! #katespadeny 
Marry a doctor they said #residentdoctor #fellowdoctor #medschool #doctorsoftiktok 
prepping for the inevitable 😻
pls😭😭#fyp #relatable #sickntired 
like this is insane…but would be so on brand for a physics guy 
#fyp #medstudent 
i love when my bf takes me out to eat #softlaunch 
#fy #fyp #millennialmom #sahmsoftiktok #momtok 
Bucko that lil $4500 a year is NOT going to pay for 30 credits a year 🥴🥴 You was better off joining the Army National Guard where you can go to school full-time and for free while serving in your local community 🤑  #army #education #miltok #michigan #nationalguard #military #meps #recruiting #miltokcommunity #scholarship #fafsa #freecollege #marinecorps #detroit 
like do u know what this song is ab pookie???
N3on’s manager QUITS after he shows Sam Frank perfume in his room 😳 #fyp #viral #n3on #n3onclips 
concealer class is in SESSION 😮‍💨 #tutorial #concealertutorial #profix 
"sommie’s last day :( i was 15 min late bc of filming, sorry boo 🫶🏽  #grwm #makeup #moona #dinner #drinks #boston #somerville #unionsquare #foryou #getreadywithme #maybelline #trending #makeuptutorial #rarebeauty #glossier #ilia #elf #beauty"
i love my dad more than anything #fyp #ehlersdanlos #chronicillness 
Like take the muffin and go 
Lem or Lime? 3… 2… 1…
I could have just lied 
When the intrusive thoughts win… #walkingpad 
"Welcome back, @Ye 🔥 #kanyewest #ye #rollingloud #vultures "
Show off your mani masterpiece and share your Extra!
Its giving fruity #lego #legotiktok #legotiktoker 
The college with the lowest acceptance rate is.. 😮 #college #justicethetutor #ivyleague #academics #university #usa #collegereview #caltech 
🍀🍀🍀 #grwm #outfit 
All eyes on Rafah 
coping well
#olipop #poppi 
no more greek life mixers/exchanges for me (i wish this wasnt based on true events)
Bless up!! I had so much fun with @Wendy’s at Daytona 500!! Let’s go BIGGIE!! 
Get ready with us for this wedding season or/ and any other festivities 🥳  . . . . . . . . . . . . . . . #mayasdesiboutique#desi#indianoutfit#blouses#sariblouse#goldlehenga#goldblouse#silverblouse#plussize #bridesmaids #mayasdesiboutique#bridesmaids#bridesmaid#indianwedding
i love this trend
Every brown boy #browntiktok #relateable #foryou #viral 
Thoughts? #college #university #school #harvard #ivyleague 
“Simon says jump” #relatable #zaymassey #fyp #fypシ #funny #viral #wavymello 
#ad I grab @belVita breakfast biscuits a few times a week to help me get my morning started! I love the taste and how they make me feel! #belvitabreakfastbiscuit #momoffour #morningroutine #momsoftiktok #weekdaymorning #motherhoodunplugged #motherhoodunfiltered #earlymorningroutine
megatron thanks you all for all the love and support🥰 #megatron #cat #kitten #fyp #foryou #foryourpage #megatronondacounter 
The singing immediately following the trauma 😭😭 #happybirthday 
I can’t eat for a whole 24 hours
They’re so mean to me for no reason tf did I do 💔 #fyp #viral #real 
"Louisiana vs California, dugouts cleared. #louisianasoftball #californiasoftball #ragincajunsoftball #goldenbearssoftball #bearssoftball #benchescleared #ncaasoftball #d1softball #2024season #softball #softball2024 #softballlife #softballtiktoks #umpire #longervideos #wcws #roadtowcws #ragincajuns #goldenbears "
i have not stopped laughing since we filmed this PLSSS 😭😭
Finally busted out my vintage citrus press for this. #citruspress #plumber
today might be a little sad but getting up & getting ready always helps ❤️‍🩹 used the new @makeupforever HD Skin Hydra Glow as my base! available @sephora #MakeUpForEverPartner #HDSkin #glowyskin
#ad save yourself some money and make coffee drinks at home using #coffeemate creamer.
“Yeah i think i feel an ick” 🎵 💃 
We all know whats gonna happen... #corporatelife #worklife #workhumor #officevibes #officelife
@Poppi #hamster #poppi #fyp #fypシ 
I was nervous af if you couldn’t tell 😂
Harvard deferred a record high number of students . . . .  . . . . . #collegeadmissions #collegeapplications #harvard #harvardadmissions 
this is why u gotta go OUT of the city for good thrift finds 😩😩😩 #fyp #boston #thrifting #thriftshop #vintageshop 
no longer thinking im crazy for thinking i need 9-10 hours a sleep 😅 we need women to be included in these studies!!! #wellness 
Im sorry baby girl. 💔
italian korean girls RISE😈😈🔥🔥 (actually just me and my sister) 
#KiehlsPartner we’re girls…. we’re gonna use Kiehl’s @Kiehl’s Since 1851 #Kiehls #winterskin #skinbarrier #glowyskin #skincaretips #skincare101 #weregirls #foryou #foryoupage 
its okay most of the grey are office hrs but i also live in office hours.
#nonprofit #nonprofitsoftiktok #wfh #worklife #pov #fyp #foryoupage 
Sorry i had to post this gem😀 #fypシ゚viral #fypシ #realshii #foryoupage #sisters #12yearagegap #relatable #countrytiktok #7’s #relatable #foryou #littlesister 
i was shoook ▼・ᴥ・▼ i love him he’s so obsessed with skincare / his work it’s so wholesome 
#fun #leastfun #college #collegeprocess #commonapp #schoolvisit #connectu #application #uchicago #collegeofwilliamandmary #princeton #yale #tulane 
just finsihed the last epi and im sobbing #oneday #netflix 
"Work hard, play hard mentality. 🥳 Here’s a closer look at the LIVE Fest US after party! Looking for an invite to our events? Make it through to our Creator Program as a first step. Link in bio to apply. ✍️"
Replying to @🦋BebopKop🦋 @K-pop MiniCon #kpopfyp #kpopfan #straykids #kpopminiconatl 
pj set from @melrroseapparel !!💌 #hair #wavyhair #haircare 
I mean… he will definitely leave a winner…?? 😳 #superbowl 
It’s a long slevee bodysuit and jeans season #girluniform #bodysuit #jeans #abercrombiejeans #amazonbodysuit #aritziahaul #abercrombiehaul 
make up is scary…
Ahaha…again! #cleared #dance #dancechallenge #lilithzplug #triplets #fyp #pourtoi #slide #smooth  Dc:aricryztal
#imanispeaks #fypシ #fypdonggggggg #trending #viral #nyc #fyp #honeypot #relateable #funny #blowthisup 
"also hilarious that the govt thinks just throwing money at pregnant ppl is gonna fix the problem instead of addressing the cutthroat lvls of competition, insane housing prices, misogyny, and the worst gender gap in OCED 😌 #fypシ #korea #4b "
Replying to @mxi_.01 I’m afraid we’re going to need a lot more breastmilk then 🫡😬 because my newborn’s hair is multiplying in the dark . #breastfeeding #pumpingmom #breastfed #momhumor #birkin #birkinmom #hermesbag 
Replying to @Brittany These Persian genes are strong 🧬 #pushgift #genderreveal #newbornbaby #persiantiktok 
had to add it in myself 😭😭 where the hyderabbadies at  #telugu #brown
